Order ID,Order Date,Ship Date,Customer ID,TerritoryID
US-2018-146066,21-08-18,23-08-18,RB-19465,6
CA-2018-137239,22-08-18,28-08-18,CR-12730,1
CA-2018-140256,22-08-18,29-08-18,PW-19030,8
CA-2018-130484,22-08-18,27-08-18,SG-20470,1
US-2018-141880,22-08-18,23-08-18,TC-21475,10
US-2018-148334,22-08-18,26-08-18,DD-13570,7
US-2018-106313,22-08-18,26-08-18,DG-13300,7
US-2018-117793,23-08-18,29-08-18,MA-17560,6
US-2018-160528,23-08-18,30-08-18,MH-18115,10
CA-2018-150350,23-08-18,30-08-18,MS-17770,6
CA-2018-158001,23-08-18,27-08-18,JP-15460,6
CA-2018-160598,26-08-18,28-08-18,SV-20815,7
CA-2018-152289,26-08-18,28-08-18,LC-16930,6
CA-2018-132094,26-08-18,02-09-18,VG-21805,6
US-2018-100405,26-08-18,28-08-18,TS-21430,7
US-2018-127425,26-08-18,31-08-18,DR-12880,1
CA-2018-163174,26-08-18,30-08-18,XP-21865,6
CA-2018-128594,26-08-18,29-08-18,DJ-13510,10
CA-2018-105585,26-08-18,27-08-18,RF-19735,6
US-2018-102141,26-08-18,31-08-18,KD-16615,10
CA-2018-114601,26-08-18,02-09-18,AA-10480,7
US-2018-163538,26-08-18,30-08-18,SS-20515,6
CA-2018-148201,26-08-18,29-08-18,CC-12145,10
US-2018-146710,27-08-18,01-09-18,SS-20875,6
CA-2018-145982,27-08-18,01-09-18,TB-21055,6
CA-2018-117919,27-08-18,29-08-18,TB-21355,6
CA-2018-116764,27-08-18,02-09-18,EM-13825,10
CA-2018-145303,28-08-18,31-08-18,TP-21415,6
US-2018-144211,28-08-18,02-09-18,CS-12130,7
CA-2018-137652,28-08-18,30-08-18,EB-13750,6
CA-2018-161207,29-08-18,03-09-18,AB-10060,6
CA-2018-128727,29-08-18,04-09-18,MO-17800,1
CA-2018-158568,29-08-18,02-09-18,RB-19465,1
CA-2018-159912,29-08-18,03-09-18,GB-14530,10
US-2018-141544,30-08-18,01-09-18,PO-18850,6
CA-2018-165995,30-08-18,06-09-18,BG-11740,7
CA-2018-117408,31-08-18,06-09-18,TP-21130,6
CA-2018-129714,01-09-18,03-09-18,AB-10060,6
CA-2018-151561,01-09-18,07-09-18,PG-18820,10
CA-2018-116526,01-09-18,05-09-18,JA-15970,6
CA-2018-120859,01-09-18,04-09-18,CV-12805,6
CA-2018-124583,01-09-18,03-09-18,LB-16795,6
CA-2018-155481,01-09-18,05-09-18,DK-13225,7
CA-2018-106278,02-09-18,05-09-18,BM-11140,10
CA-2018-144764,02-09-18,08-09-18,RL-19615,7
CA-2018-116540,02-09-18,02-09-18,SS-20590,6
CA-2018-113096,02-09-18,04-09-18,SZ-20035,6
CA-2018-112739,02-09-18,07-09-18,RD-19810,1
CA-2018-129847,02-09-18,04-09-18,TA-21385,6
CA-2018-106950,02-09-18,06-09-18,JE-15715,1
CA-2018-166429,02-09-18,08-09-18,TG-21310,10
CA-2018-126732,02-09-18,06-09-18,LR-16915,6
CA-2018-130407,02-09-18,06-09-18,KD-16270,6
CA-2018-132143,03-09-18,05-09-18,FM-14215,10
US-2018-147711,03-09-18,08-09-18,HF-14995,6
US-2018-104815,03-09-18,07-09-18,RB-19570,1
CA-2018-153185,03-09-18,08-09-18,MH-17620,10
CA-2018-158099,03-09-18,05-09-18,PK-18910,6
CA-2018-163986,03-09-18,10-09-18,JJ-15445,6
US-2018-101616,03-09-18,06-09-18,CY-12745,6
US-2018-100566,03-09-18,09-09-18,JK-16120,6
CA-2018-159737,03-09-18,09-09-18,CS-11950,7
CA-2018-129630,04-09-18,04-09-18,IM-15055,1
CA-2018-142524,04-09-18,08-09-18,MB-18085,10
CA-2018-169971,04-09-18,09-09-18,IL-15100,6
CA-2018-168774,04-09-18,09-09-18,RP-19855,9
CA-2018-131205,04-09-18,08-09-18,AA-10645,10
CA-2018-123120,04-09-18,08-09-18,CV-12295,7
CA-2018-149783,04-09-18,07-09-18,DL-13315,6
CA-2018-117604,04-09-18,09-09-18,JP-15520,8
CA-2018-115756,05-09-18,07-09-18,PK-19075,6
US-2018-148110,05-09-18,11-09-18,AR-10825,6
CA-2018-133319,05-09-18,11-09-18,MV-17485,6
CA-2018-110366,05-09-18,07-09-18,JD-15895,6
CA-2018-154536,05-09-18,09-09-18,JC-15340,1
CA-2018-144540,05-09-18,10-09-18,GH-14410,7
CA-2018-149195,05-09-18,07-09-18,DM-13525,6
CA-2018-137673,05-09-18,10-09-18,ML-17395,6
CA-2018-140774,05-09-18,10-09-18,BE-11455,1
CA-2018-160815,05-09-18,06-09-18,TR-21325,6
CA-2018-151372,05-09-18,06-09-18,JH-15985,1
US-2018-121013,05-09-18,10-09-18,MM-17920,1
CA-2018-164490,05-09-18,10-09-18,SU-20665,1
CA-2018-139409,05-09-18,07-09-18,FW-14395,6
CA-2018-136231,05-09-18,07-09-18,DM-13015,6
CA-2018-162383,05-09-18,11-09-18,MD-17350,1
CA-2018-136595,05-09-18,07-09-18,EM-13825,1
US-2018-152373,05-09-18,11-09-18,PT-19090,6
CA-2018-158778,05-09-18,09-09-18,DB-13210,1
CA-2018-102981,06-09-18,09-09-18,MO-17500,6
CA-2018-145240,06-09-18,08-09-18,BG-11740,1
CA-2018-123932,06-09-18,12-09-18,YC-21895,7
CA-2018-149223,06-09-18,11-09-18,ER-13855,1
CA-2018-133123,06-09-18,11-09-18,KB-16315,7
CA-2018-103709,08-09-18,15-09-18,LP-17095,6
US-2018-115455,08-09-18,14-09-18,SE-20110,1
CA-2018-113516,08-09-18,10-09-18,VM-21685,1
CA-2018-108987,08-09-18,10-09-18,AG-10675,6
CA-2018-153101,08-09-18,08-09-18,PJ-19015,10
CA-2018-110009,08-09-18,13-09-18,TR-21325,10
CA-2018-155138,08-09-18,12-09-18,JM-15580,6
US-2018-114174,08-09-18,14-09-18,AP-10720,6
CA-2018-108868,08-09-18,12-09-18,KB-16585,6
CA-2018-131499,08-09-18,10-09-18,MG-17875,10
CA-2018-112893,09-09-18,13-09-18,AT-10735,6
CA-2018-110023,09-09-18,11-09-18,TS-21610,6
CA-2018-137176,09-09-18,14-09-18,DB-12910,7
CA-2018-112277,10-09-18,15-09-18,SC-20695,6
CA-2018-164350,10-09-18,12-09-18,CG-12040,6
CA-2018-126102,10-09-18,12-09-18,DV-13465,1
CA-2018-146206,10-09-18,14-09-18,KT-16480,1
US-2018-118780,10-09-18,14-09-18,PN-18775,6
CA-2018-165918,10-09-18,14-09-18,BD-11770,10
CA-2018-153157,11-09-18,14-09-18,TB-21625,6
CA-2018-130225,11-09-18,17-09-18,RC-19960,7
CA-2018-116561,11-09-18,17-09-18,EB-14110,1
CA-2018-143476,11-09-18,13-09-18,LC-16930,6
CA-2018-102162,11-09-18,16-09-18,JF-15565,7
CA-2018-164154,11-09-18,17-09-18,NZ-18565,6
CA-2018-145625,11-09-18,17-09-18,KC-16540,1
CA-2018-121223,11-09-18,13-09-18,GD-14590,6
CA-2018-150007,11-09-18,16-09-18,AS-10090,6
CA-2018-142902,12-09-18,14-09-18,BP-11185,6
CA-2018-128811,12-09-18,16-09-18,SF-20200,6
CA-2018-151148,12-09-18,13-09-18,PO-19180,1
CA-2018-152457,12-09-18,18-09-18,SC-20695,10
CA-2018-113082,12-09-18,16-09-18,MC-17590,6
CA-2018-123946,12-09-18,17-09-18,AJ-10795,10
CA-2018-105732,13-09-18,18-09-18,AG-10270,10
CA-2018-155439,14-09-18,18-09-18,PN-18775,6
CA-2018-153178,14-09-18,18-09-18,CL-12565,1
CA-2018-149370,15-09-18,19-09-18,DB-13210,1
CA-2018-160479,15-09-18,20-09-18,AH-10585,9
CA-2018-116911,15-09-18,20-09-18,JD-16150,6
US-2018-128678,15-09-18,20-09-18,RB-19570,1
CA-2018-149797,15-09-18,20-09-18,AH-10075,6
CA-2018-162159,16-09-18,18-09-18,CR-12625,6
CA-2018-123337,16-09-18,22-09-18,KD-16495,7
US-2018-134369,16-09-18,22-09-18,BC-11125,6
US-2018-148957,17-09-18,23-09-18,CC-12430,8
CA-2018-159730,17-09-18,21-09-18,SJ-20125,6
CA-2018-111416,17-09-18,22-09-18,LW-17215,6
US-2018-152415,17-09-18,22-09-18,PO-18865,10
CA-2018-134208,17-09-18,23-09-18,CS-12505,1
CA-2018-109806,17-09-18,22-09-18,JS-15685,6
CA-2018-164091,17-09-18,22-09-18,LA-16780,10
CA-2018-105900,17-09-18,23-09-18,BS-11590,10
CA-2018-131093,17-09-18,20-09-18,TS-21610,1
CA-2018-106075,18-09-18,23-09-18,HM-14980,6
CA-2018-145905,18-09-18,23-09-18,AM-10705,7
CA-2018-120355,18-09-18,25-09-18,MM-17260,1
CA-2018-111409,18-09-18,22-09-18,PO-18850,7
CA-2018-133935,18-09-18,22-09-18,JW-15220,6
CA-2018-140928,18-09-18,22-09-18,NB-18655,6
CA-2018-110086,18-09-18,22-09-18,BD-11320,8
CA-2018-157511,18-09-18,20-09-18,SV-20365,10
US-2018-114888,19-09-18,24-09-18,CC-12430,10
US-2018-156097,19-09-18,19-09-18,EH-14125,1
CA-2018-158610,19-09-18,22-09-18,CK-12595,6
CA-2018-142370,19-09-18,23-09-18,TP-21130,10
CA-2018-120250,19-09-18,22-09-18,AP-10720,7
CA-2018-168557,19-09-18,23-09-18,FH-14275,6
CA-2018-168354,19-09-18,21-09-18,RH-19510,7
CA-2018-130267,19-09-18,23-09-18,SW-20245,1
CA-2018-102932,19-09-18,23-09-18,SD-20485,10
CA-2018-166772,20-09-18,24-09-18,HJ-14875,1
CA-2018-126284,20-09-18,24-09-18,EN-13780,6
CA-2018-100244,20-09-18,24-09-18,GM-14695,6
CA-2018-145611,20-09-18,24-09-18,HA-14905,1
CA-2018-134516,20-09-18,25-09-18,FM-14215,6
CA-2018-158617,22-09-18,28-09-18,AC-10660,8
CA-2018-151974,22-09-18,29-09-18,RD-19660,1
US-2018-157728,22-09-18,28-09-18,RC-19960,7
CA-2018-120257,22-09-18,28-09-18,PW-19240,6
CA-2018-116232,22-09-18,26-09-18,AC-10450,7
CA-2018-166653,22-09-18,24-09-18,NP-18685,1
CA-2018-125724,22-09-18,27-09-18,SM-20950,1
CA-2018-109743,22-09-18,29-09-18,SH-19975,1
CA-2018-119641,22-09-18,26-09-18,CS-12250,6
CA-2018-135965,22-09-18,25-09-18,SZ-20035,10
US-2018-155404,22-09-18,28-09-18,AS-10630,1
CA-2018-106656,23-09-18,26-09-18,DV-13045,6
CA-2018-124016,23-09-18,26-09-18,JS-15940,10
CA-2018-110730,23-09-18,26-09-18,CM-11815,1
CA-2018-159009,23-09-18,27-09-18,DP-13105,1
CA-2018-149979,23-09-18,28-09-18,RA-19915,6
US-2018-129469,23-09-18,27-09-18,KL-16555,6
CA-2018-101742,23-09-18,28-09-18,CR-12580,6
CA-2018-141551,24-09-18,30-09-18,BP-11230,7
CA-2018-108875,24-09-18,01-10-18,CL-12700,6
CA-2018-132479,24-09-18,26-09-18,MK-17905,1
CA-2018-154235,24-09-18,28-09-18,RD-19900,6
CA-2018-100944,24-09-18,28-09-18,EH-13765,7
CA-2018-155187,24-09-18,26-09-18,LA-16780,6
US-2018-134488,24-09-18,01-10-18,PK-19075,1
US-2018-147340,24-09-18,24-09-18,EB-13750,6
CA-2018-123722,25-09-18,01-10-18,NH-18610,6
US-2018-125402,25-09-18,01-10-18,DL-12865,1
US-2018-124163,25-09-18,30-09-18,SC-20695,6
CA-2018-101385,25-09-18,01-10-18,JW-16075,1
CA-2018-148747,25-09-18,27-09-18,AS-10045,8
CA-2018-113978,25-09-18,29-09-18,TS-21505,7
US-2018-122245,25-09-18,30-09-18,AB-10105,6
CA-2018-140417,25-09-18,29-09-18,KE-16420,6
US-2018-146794,26-09-18,01-10-18,SH-19975,7
CA-2018-165820,26-09-18,30-09-18,DW-13585,6
US-2018-109260,26-09-18,01-10-18,TN-21040,7
CA-2018-145898,26-09-18,26-09-18,CM-12445,6
US-2018-157945,26-09-18,01-10-18,NF-18385,6
CA-2018-143406,26-09-18,30-09-18,LR-17035,1
CA-2018-132017,26-09-18,27-09-18,MH-17620,9
CA-2018-157714,26-09-18,01-10-18,CS-12175,10
US-2018-149790,26-09-18,01-10-18,SC-20380,7
CA-2018-169957,26-09-18,30-09-18,SN-20710,1
CA-2018-140249,27-09-18,03-10-18,SW-20455,6
CA-2018-123176,27-09-18,29-09-18,JG-15160,6
US-2018-110170,27-09-18,03-10-18,HM-14860,6
CA-2018-163202,27-09-18,02-10-18,BM-11650,6
US-2018-134656,28-09-18,01-10-18,MM-18280,6
CA-2018-161781,29-09-18,30-09-18,CC-12100,1
CA-2018-125794,29-09-18,03-10-18,ML-17410,7
CA-2018-108056,29-09-18,03-10-18,ES-14080,10
CA-2018-134362,29-09-18,02-10-18,LS-16945,6
CA-2018-138037,29-09-18,03-10-18,AR-10540,6
US-2018-101497,29-09-18,01-10-18,PS-18760,6
CA-2018-108616,29-09-18,03-10-18,JK-15730,6
CA-2018-106621,29-09-18,01-10-18,DM-12955,1
CA-2018-108644,30-09-18,03-10-18,SJ-20215,10
CA-2018-106243,30-09-18,04-10-18,GM-14680,6
CA-2018-139157,01-10-18,05-10-18,GM-14680,6
CA-2018-155992,01-10-18,02-10-18,CC-12220,6
CA-2018-111794,01-10-18,01-10-18,HG-15025,7
CA-2018-157686,01-10-18,02-10-18,BD-11620,1
CA-2018-116918,01-10-18,06-10-18,JK-15205,6
CA-2018-118969,02-10-18,03-10-18,LP-17095,1
CA-2018-134376,02-10-18,06-10-18,TT-21265,6
CA-2018-118689,02-10-18,09-10-18,TC-20980,10
CA-2018-103919,03-10-18,07-10-18,TP-21565,7
CA-2018-140634,03-10-18,06-10-18,HL-15040,1
CA-2018-101672,03-10-18,07-10-18,DB-12910,10
CA-2018-144939,03-10-18,08-10-18,EB-13870,6
CA-2018-121601,04-10-18,04-10-18,MO-17500,6
US-2018-140158,04-10-18,08-10-18,DR-12940,7
CA-2018-131296,04-10-18,09-10-18,MS-17830,6
CA-2018-145709,04-10-18,08-10-18,AH-10690,7
US-2018-115952,06-10-18,06-10-18,JH-15910,1
US-2018-157490,06-10-18,07-10-18,LB-16795,1
CA-2018-155033,07-10-18,12-10-18,CC-12475,1
CA-2018-127649,07-10-18,09-10-18,DL-13495,10
CA-2018-163216,07-10-18,10-10-18,AW-10930,1
CA-2018-139808,07-10-18,11-10-18,MC-18100,10
CA-2018-162614,07-10-18,13-10-18,TB-21250,7
US-2018-162026,08-10-18,08-10-18,JE-15745,10
CA-2018-135636,08-10-18,13-10-18,DB-13615,1
CA-2018-149685,08-10-18,15-10-18,PM-19135,7
US-2018-126844,08-10-18,14-10-18,BW-11110,6
US-2018-128909,09-10-18,11-10-18,SP-20545,6
CA-2018-116974,09-10-18,15-10-18,MP-17965,6
CA-2018-114748,09-10-18,14-10-18,MZ-17335,10
US-2018-150357,10-10-18,14-10-18,EB-13975,7
CA-2018-157707,10-10-18,12-10-18,CC-12610,6
CA-2018-126627,10-10-18,12-10-18,WB-21850,1
CA-2018-113390,11-10-18,15-10-18,EP-13915,7
CA-2018-101161,13-10-18,20-10-18,BW-11110,1
US-2018-100839,13-10-18,17-10-18,NC-18625,6
CA-2018-145583,13-10-18,19-10-18,LC-16885,6
CA-2018-154018,13-10-18,19-10-18,HA-14920,7
CA-2018-113607,14-10-18,18-10-18,PW-19030,6
CA-2018-156503,14-10-18,20-10-18,NC-18415,6
CA-2018-125220,14-10-18,19-10-18,BE-11410,6
US-2018-108098,14-10-18,18-10-18,CP-12340,1
CA-2018-124352,15-10-18,21-10-18,CD-12790,6
CA-2018-142097,15-10-18,20-10-18,QJ-19255,10
CA-2018-125738,15-10-18,21-10-18,PB-18805,6
CA-2018-132066,16-10-18,20-10-18,NB-18655,6
CA-2018-152688,17-10-18,20-10-18,NR-18550,6
CA-2018-147256,17-10-18,21-10-18,FC-14245,6
CA-2018-163972,17-10-18,21-10-18,MG-17890,6
CA-2018-141586,17-10-18,20-10-18,NK-18490,1
US-2018-159856,18-10-18,22-10-18,EP-13915,10
CA-2018-160220,20-10-18,26-10-18,JS-16030,6
CA-2018-106341,20-10-18,23-10-18,LF-17185,6
CA-2018-105753,20-10-18,26-10-18,LC-16960,1
CA-2018-139549,20-10-18,25-10-18,MY-18295,6
CA-2018-133697,20-10-18,24-10-18,CM-12445,6
CA-2018-168921,20-10-18,22-10-18,AG-10495,6
CA-2018-144729,21-10-18,25-10-18,JE-15745,6
CA-2018-136322,21-10-18,26-10-18,AP-10720,1
CA-2018-166373,21-10-18,25-10-18,JF-15565,6
CA-2018-151169,21-10-18,26-10-18,MY-18295,6
CA-2018-133669,21-10-18,27-10-18,SV-20935,6
CA-2018-111493,21-10-18,22-10-18,CM-12160,10
CA-2018-138478,21-10-18,26-10-18,DP-13390,10
CA-2018-169334,21-10-18,24-10-18,GW-14605,10
CA-2018-161746,21-10-18,27-10-18,CS-11950,6
CA-2018-125080,21-10-18,26-10-18,VW-21775,7
CA-2018-112340,21-10-18,27-10-18,NM-18520,6
CA-2018-155516,21-10-18,21-10-18,MK-17905,6
CA-2018-165148,22-10-18,24-10-18,PM-19135,6
CA-2018-169887,22-10-18,22-10-18,MS-17530,6
US-2018-116400,22-10-18,24-10-18,EB-13930,6
CA-2018-151323,23-10-18,28-10-18,AB-10255,6
CA-2018-132661,23-10-18,29-10-18,SR-20740,1
CA-2018-165484,23-10-18,29-10-18,HK-14890,6
CA-2018-121020,24-10-18,31-10-18,CG-12040,7
CA-2018-118311,24-10-18,28-10-18,ED-13885,10
CA-2018-158925,24-10-18,28-10-18,JP-15460,7
CA-2018-121748,24-10-18,28-10-18,VW-21775,6
CA-2018-166275,24-10-18,24-10-18,SS-20590,6
CA-2018-153318,25-10-18,28-10-18,JS-15595,10
CA-2018-120873,27-10-18,01-11-18,BW-11200,1
US-2018-117387,27-10-18,31-10-18,PA-19060,10
CA-2018-156811,27-10-18,02-11-18,BP-11095,1
CA-2018-152632,27-10-18,02-11-18,JE-15475,1
CA-2018-116596,27-10-18,31-10-18,BW-11200,6
CA-2018-134775,28-10-18,29-10-18,AS-10285,6
CA-2018-142545,28-10-18,03-11-18,JD-15895,6
US-2018-144393,28-10-18,04-11-18,SM-20950,6
CA-2018-140641,28-10-18,02-11-18,EP-13915,6
CA-2018-125815,28-10-18,01-11-18,DL-13330,1
CA-2018-144344,28-10-18,28-10-18,PG-18820,6
CA-2018-120369,28-10-18,28-10-18,VB-21745,6
CA-2018-130162,28-10-18,01-11-18,JH-15910,6
US-2018-131912,29-10-18,01-11-18,LH-17155,1
CA-2018-146682,29-10-18,31-10-18,KW-16435,6
CA-2018-112389,29-10-18,02-11-18,JM-15655,1
CA-2018-105291,30-10-18,04-11-18,SP-20920,6
CA-2018-167290,30-10-18,04-11-18,JF-15295,6
CA-2018-153836,30-10-18,03-11-18,EH-13765,6
CA-2018-119165,31-10-18,06-11-18,BD-11320,6
CA-2018-146913,31-10-18,05-11-18,SF-20965,7
CA-2018-144218,31-10-18,04-11-18,JD-15895,6
US-2018-142251,31-10-18,04-11-18,FO-14305,6
CA-2018-140130,31-10-18,05-11-18,HW-14935,6
CA-2018-129196,01-11-18,07-11-18,XP-21865,6
CA-2018-100671,01-11-18,04-11-18,CS-12490,7
CA-2018-159212,01-11-18,05-11-18,KM-16375,6
CA-2018-159023,03-11-18,05-11-18,NW-18400,7
CA-2018-127250,03-11-18,07-11-18,SF-20200,6
CA-2018-114972,03-11-18,06-11-18,PF-19225,1
CA-2018-109365,03-11-18,08-11-18,XP-21865,1
CA-2018-128867,03-11-18,10-11-18,CL-12565,6
CA-2018-168893,03-11-18,08-11-18,AP-10915,6
CA-2018-134180,03-11-18,07-11-18,JP-16135,8
CA-2018-160136,03-11-18,09-11-18,PJ-18835,7
CA-2018-166443,04-11-18,05-11-18,LH-17020,7
CA-2018-146766,04-11-18,04-11-18,TT-21220,6
CA-2018-158260,04-11-18,08-11-18,CC-12475,6
US-2018-111563,04-11-18,08-11-18,SM-20005,10
CA-2018-119018,04-11-18,08-11-18,CW-11905,6
CA-2018-165827,04-11-18,09-11-18,MF-17665,6
CA-2018-163755,04-11-18,08-11-18,AS-10285,6
CA-2018-163328,04-11-18,06-11-18,TP-21565,7
CA-2018-162236,04-11-18,06-11-18,ER-13855,6
CA-2018-143308,04-11-18,04-11-18,RC-19825,1
CA-2018-144092,05-11-18,07-11-18,LH-17155,6
US-2018-106677,05-11-18,10-11-18,AS-10285,6
US-2018-131611,05-11-18,09-11-18,EP-13915,6
CA-2018-157280,05-11-18,07-11-18,LW-17125,8
CA-2018-148908,05-11-18,08-11-18,JH-15985,6
CA-2018-140207,05-11-18,10-11-18,CS-12400,6
US-2018-165078,05-11-18,10-11-18,MA-17995,1
CA-2018-143441,05-11-18,05-11-18,EB-14170,1
CA-2018-125094,05-11-18,09-11-18,NP-18700,6
CA-2018-109925,06-11-18,10-11-18,IM-15070,1
US-2018-125969,06-11-18,10-11-18,LS-16975,6
US-2018-153815,06-11-18,09-11-18,KL-16555,1
CA-2018-144554,07-11-18,12-11-18,DM-13345,1
CA-2018-113817,07-11-18,11-11-18,MJ-17740,6
CA-2018-116379,07-11-18,12-11-18,LD-17005,6
CA-2018-147585,07-11-18,12-11-18,CB-12535,6
CA-2018-152247,07-11-18,12-11-18,MA-17995,6
CA-2018-132997,07-11-18,09-11-18,LW-17215,1
CA-2018-168830,07-11-18,13-11-18,ML-17395,10
US-2018-139388,07-11-18,09-11-18,CC-12475,6
CA-2018-164896,07-11-18,12-11-18,PS-19045,1
CA-2018-161669,07-11-18,09-11-18,EM-14095,6
CA-2018-116337,07-11-18,12-11-18,MC-17845,6
CA-2018-152156,08-11-18,11-11-18,CG-12520,6
CA-2018-138233,09-11-18,14-11-18,PF-19165,10
US-2018-136581,10-11-18,12-11-18,SV-20365,6
CA-2018-119935,10-11-18,14-11-18,KM-16225,1
CA-2018-115588,10-11-18,12-11-18,AF-10885,10
CA-2018-162348,10-11-18,15-11-18,BF-11170,10
CA-2018-163384,10-11-18,12-11-18,CC-12430,1
CA-2018-127761,10-11-18,14-11-18,SW-20275,6
CA-2018-145177,10-11-18,14-11-18,PP-18955,10
CA-2018-140935,10-11-18,12-11-18,AB-10015,6
CA-2018-137736,10-11-18,15-11-18,DC-13285,6
CA-2018-158694,10-11-18,13-11-18,AI-10855,6
CA-2018-105494,10-11-18,12-11-18,PC-18745,1
US-2018-144547,10-11-18,14-11-18,MS-17770,6
CA-2018-152940,10-11-18,13-11-18,RO-19780,10
CA-2018-125164,10-11-18,14-11-18,SH-19975,1
US-2018-164196,11-11-18,17-11-18,AS-10285,6
CA-2018-124506,11-11-18,17-11-18,BB-11545,1
CA-2018-139878,11-11-18,16-11-18,LD-17005,6
CA-2018-145548,11-11-18,16-11-18,EB-13750,7
CA-2018-130799,11-11-18,16-11-18,BK-11260,10
CA-2018-124667,11-11-18,16-11-18,BD-11770,1
CA-2018-116722,11-11-18,16-11-18,LP-17080,1
CA-2018-103128,11-11-18,15-11-18,SC-20845,9
CA-2018-131968,11-11-18,15-11-18,LB-16795,1
CA-2018-164399,12-11-18,15-11-18,DW-13480,6
CA-2018-124590,12-11-18,16-11-18,SP-20920,6
CA-2018-134348,12-11-18,19-11-18,MS-17710,1
CA-2018-152170,12-11-18,15-11-18,FH-14275,6
CA-2018-149349,12-11-18,13-11-18,SP-20650,6
CA-2018-118570,13-11-18,17-11-18,CC-12430,6
US-2018-113677,13-11-18,19-11-18,CM-12655,7
CA-2018-128972,13-11-18,17-11-18,TS-21430,6
CA-2018-149461,13-11-18,19-11-18,AS-10135,1
CA-2018-101336,13-11-18,18-11-18,CK-12760,7
CA-2018-147683,13-11-18,17-11-18,PO-19180,6
CA-2018-155488,13-11-18,17-11-18,FM-14290,6
US-2018-162103,13-11-18,17-11-18,LB-16795,6
CA-2018-121958,13-11-18,17-11-18,CS-12505,6
US-2018-144351,14-11-18,18-11-18,RC-19960,6
CA-2018-131065,14-11-18,16-11-18,AA-10375,10
CA-2018-134691,14-11-18,18-11-18,KC-16540,1
CA-2018-118759,14-11-18,17-11-18,MB-17305,1
US-2018-112970,14-11-18,15-11-18,TB-21250,10
CA-2018-121370,14-11-18,19-11-18,EB-14110,10
US-2018-117541,14-11-18,20-11-18,JM-16195,6
CA-2018-149482,14-11-18,19-11-18,RR-19315,1
CA-2018-166618,14-11-18,18-11-18,DP-13000,1
CA-2018-146633,15-11-18,17-11-18,TG-21310,10
CA-2018-148740,15-11-18,19-11-18,AH-10690,6
CA-2018-130820,15-11-18,15-11-18,ON-18715,10
CA-2018-105963,15-11-18,22-11-18,SC-20770,6
CA-2018-124527,16-11-18,17-11-18,IM-15055,10
CA-2018-154508,16-11-18,20-11-18,RD-19900,6
CA-2018-134110,17-11-18,18-11-18,BG-11035,6
CA-2018-118500,17-11-18,18-11-18,HJ-14875,10
CA-2018-150658,17-11-18,22-11-18,MS-17365,6
CA-2018-166226,18-11-18,22-11-18,TC-21535,10
CA-2018-108630,18-11-18,18-11-18,BE-11410,7
CA-2018-115378,18-11-18,23-11-18,AJ-10945,6
CA-2018-158575,18-11-18,24-11-18,SB-20290,1
US-2018-138408,18-11-18,21-11-18,KC-16255,10
CA-2018-119963,18-11-18,22-11-18,SN-20710,6
CA-2018-103464,18-11-18,22-11-18,PG-18820,10
CA-2018-136812,18-11-18,23-11-18,AW-10930,1
CA-2018-111143,19-11-18,22-11-18,TT-21265,1
CA-2018-113138,19-11-18,25-11-18,NP-18685,6
CA-2018-130778,19-11-18,25-11-18,ND-18370,7
CA-2018-157364,19-11-18,21-11-18,LT-17110,10
CA-2018-164511,19-11-18,24-11-18,DJ-13630,1
CA-2018-126858,19-11-18,23-11-18,JM-15265,6
US-2018-110156,19-11-18,24-11-18,EH-13945,6
CA-2018-110772,20-11-18,24-11-18,NZ-18565,6
US-2018-127971,20-11-18,27-11-18,DW-13195,6
CA-2018-109820,20-11-18,22-11-18,AG-10390,6
CA-2018-113845,20-11-18,25-11-18,FA-14230,10
CA-2018-145492,20-11-18,27-11-18,MC-17605,6
CA-2018-114104,20-11-18,24-11-18,NP-18670,6
CA-2018-121356,20-11-18,24-11-18,SJ-20500,10
CA-2018-100041,20-11-18,25-11-18,BF-10975,6
CA-2018-107790,20-11-18,24-11-18,EH-13990,6
CA-2018-142615,20-11-18,24-11-18,BM-11575,10
CA-2018-146157,21-11-18,26-11-18,RD-19720,6
CA-2018-152646,21-11-18,26-11-18,TH-21235,6
CA-2018-114895,21-11-18,28-11-18,MV-18190,1
CA-2018-114482,21-11-18,25-11-18,DM-13345,6
US-2018-114293,21-11-18,26-11-18,JH-16180,10
CA-2018-140018,21-11-18,26-11-18,CK-12205,6
CA-2018-113425,21-11-18,21-11-18,JK-16120,7
CA-2018-154711,22-11-18,26-11-18,TB-21355,6
CA-2018-131576,22-11-18,26-11-18,RD-19585,6
US-2018-164945,22-11-18,27-11-18,CA-12055,1
US-2018-132577,22-11-18,27-11-18,JE-15475,10
CA-2018-160129,23-11-18,23-11-18,LS-17200,10
CA-2018-163573,24-11-18,27-11-18,AC-10450,7
CA-2018-100083,24-11-18,29-11-18,CD-11980,6
CA-2018-105284,24-11-18,01-12-18,MG-17650,1
CA-2018-165561,24-11-18,28-11-18,CR-12580,1
CA-2018-125661,24-11-18,26-11-18,CA-12055,1
CA-2018-124485,24-11-18,26-11-18,NC-18340,6
CA-2018-123806,24-11-18,27-11-18,LA-16780,6
CA-2018-123533,24-11-18,30-11-18,SC-20050,9
CA-2018-100468,24-11-18,01-12-18,AT-10435,1
CA-2018-128531,24-11-18,26-11-18,NS-18505,1
CA-2018-132731,24-11-18,28-11-18,GA-14515,6
